athlete_id,event,meet_year,result,position,points
1104,Shot Put,2005,46.57,5,9
1267,200m,2005,49.79,26,2
1060,High Jump,2005,60.42,29,1
1965,Javelin,2005,65.23,20,4
1217,400m,2005,141.77,14,6
1786,Discus,2005,57.67,13,6
1111,Long Jump,2005,16.96,14,6
1177,Javelin,2005,2.01,16,5
1874,800m,2005,216.52,9,7
1803,High Jump,2005,64.97,19,4
1367,Long Jump,2005,3.79,2,10
1914,Javelin,2005,34.6,12,6
1729,200m,2005,178.28,23,3
1681,200m,2005,51.21,24,2
1406,Discus,2005,68.88,25,2
1161,1500m,2005,144.83,3,9
1954,Discus,2005,62.46,3,9
1270,800m,2005,147.01,24,2
1191,200m,2005,208.38,18,4
1960,Javelin,2005,22.91,2,10
1200,Long Jump,2005,38.15,1,10
1934,Shot Put,2005,32.6,29,1
1636,Shot Put,2005,40.82,11,7
1964,High Jump,2005,25.67,26,2
1475,1500m,2005,93.87,2,10
1459,Javelin,2005,52.84,24,2
1295,Javelin,2005,19.34,21,3
1529,Shot Put,2005,41.1,19,4
1745,100m,2005,200.33,10,7
1376,Javelin,2005,3.37,16,5
1677,200m,2005,46.78,3,9
1666,1500m,2005,83.09,20,4
1929,1500m,2005,89.81,9,7
1999,100m,2005,225.01,20,4
1062,400m,2005,273.94,24,2
1134,400m,2005,201.16,12,6
1974,400m,2005,85.76,23,3
1232,800m,2005,150.63,26,2
1720,Discus,2005,60.55,11,7
1981,200m,2005,290.53,20,4
1945,400m,2005,252.91,25,2
1350,High Jump,2005,54.27,8,8
1579,Shot Put,2005,51.23,6,8
1714,800m,2005,177.55,27,1
1261,Long Jump,2005,5.22,9,7
2041,200m,2005,25.23,15,5
1211,High Jump,2005,34.12,16,5
1831,Discus,2005,17.51,22,3
1220,High Jump,2005,34.01,5,9
1668,Discus,2005,61.11,1,10
1619,1500m,2005,278.89,15,5
1821,High Jump,2005,47.98,17,5
1847,100m,2005,38.24,18,4
1489,Long Jump,2005,67.0,14,6
1500,Javelin,2005,64.39,28,1
1326,1500m,2005,107.14,9,7
1988,200m,2005,84.05,19,4
1787,High Jump,2005,33.09,22,3
1136,800m,2005,222.95,19,4
1698,800m,2005,160.79,22,3
1427,400m,2005,100.85,1,10
1883,100m,2005,251.19,1,10
1892,High Jump,2005,8.19,4,9
1701,Shot Put,2005,25.58,24,2
1484,1500m,2005,83.05,2,10
1355,100m,2005,189.63,2,10
1160,Javelin,2005,46.48,27,1
1997,800m,2005,285.64,21,3
1949,200m,2005,215.34,4,9
1667,200m,2005,258.37,5,9
1912,High Jump,2005,46.46,29,1
1379,100m,2006,107.94,24,2
1228,100m,2006,127.6,7,8
1378,Discus,2006,32.9,22,3
1519,Discus,2006,11.7,19,4
1604,800m,2006,278.2,2,10
1957,400m,2006,151.78,1,10
1156,Shot Put,2006,63.64,20,4
1929,100m,2006,80.38,21,3
1567,400m,2006,14.17,21,3
1875,100m,2006,272.35,27,1
1663,200m,2006,142.29,6,8
1528,Javelin,2006,5.88,27,1
1332,200m,2006,43.11,20,4
1152,Javelin,2006,16.61,26,2
1568,800m,2006,133.6,26,2
1128,High Jump,2006,23.71,22,3
1784,Javelin,2006,38.89,11,7
1796,800m,2006,231.63,19,4
1682,400m,2006,107.3,4,9
1124,1500m,2006,50.96,14,6
1529,400m,2006,211.93,18,4
1543,400m,2006,137.21,30,0
1365,Javelin,2006,4.29,4,9
1903,Javelin,2006,27.26,6,8
1143,100m,2006,265.09,3,9
2008,100m,2006,12.09,30,0
1411,200m,2006,214.95,19,4
1805,1500m,2006,130.7,26,2
1366,Shot Put,2006,48.93,7,8
1223,400m,2006,195.55,17,5
1295,Shot Put,2006,29.72,6,8
1884,Javelin,2006,48.88,20,4
1448,400m,2006,217.99,20,4
1218,200m,2006,191.89,26,2
1905,1500m,2006,110.88,1,10
1531,Discus,2006,17.64,4,9
1212,Discus,2006,68.41,20,4
1072,Long Jump,2006,60.6,18,4
1150,Discus,2006,16.52,25,2
1145,800m,2006,90.16,7,8
1514,200m,2006,241.02,22,3
1914,Shot Put,2006,35.58,6,8
1039,100m,2006,25.67,12,6
2020,1500m,2006,70.78,9,7
1305,Long Jump,2006,43.75,29,1
1002,Shot Put,2006,4.47,24,2
1078,100m,2006,278.21,6,8
1800,400m,2006,237.79,16,5
1546,Discus,2006,9.45,29,1
1311,800m,2006,219.21,19,4
1676,Javelin,2006,23.83,7,8
1802,Long Jump,2006,17.26,4,9
1008,Long Jump,2006,17.1,8,8
2005,High Jump,2006,61.09,13,6
1980,800m,2006,31.32,19,4
1894,Shot Put,2006,5.22,14,6
1828,400m,2006,72.69,20,4
1144,Shot Put,2006,13.7,12,6
1463,400m,2006,142.74,7,8
1007,Long Jump,2006,68.33,7,8
1788,Long Jump,2006,10.21,23,3
1988,Javelin,2006,5.59,5,9
1249,200m,2006,256.98,15,5
1736,High Jump,2006,13.23,11,7
1683,800m,2006,267.06,20,4
1621,400m,2006,238.97,21,3
1821,Javelin,2006,63.53,19,4
1114,Discus,2006,60.07,3,9
1186,High Jump,2006,60.2,16,5
1749,800m,2006,181.56,27,1
1697,Shot Put,2006,20.62,24,2
1165,High Jump,2006,51.93,8,8
1942,800m,2006,104.92,19,4
1594,800m,2006,268.63,19,4
1416,400m,2006,274.99,29,1
1362,100m,2006,131.15,2,10
1081,100m,2006,297.47,24,2
1787,Discus,2006,3.8,17,5
1392,High Jump,2006,34.33,26,2
1613,200m,2006,141.21,8,8
1799,200m,2006,171.96,1,10
1219,High Jump,2006,66.57,5,9
1997,Long Jump,2006,21.76,21,3
1174,200m,2006,14.62,22,3
1897,1500m,2006,56.92,15,5
1389,Javelin,2006,52.69,1,10
1287,Shot Put,2006,33.27,5,9
1074,High Jump,2006,14.17,28,1
1396,Long Jump,2006,44.44,23,3
1052,100m,2006,259.51,3,9
1489,High Jump,2006,62.7,11,7
2002,Discus,2006,3.74,14,6
1797,1500m,2006,212.44,20,4
1130,Discus,2006,40.9,7,8
1631,200m,2006,189.93,11,7
2024,100m,2006,159.27,30,0
1921,Long Jump,2006,62.33,4,9
1034,High Jump,2006,26.54,20,4
1076,100m,2006,116.02,6,8
1695,Discus,2006,49.78,18,4
1420,Shot Put,2007,54.14,15,5
1284,Long Jump,2007,12.19,24,2
1686,Discus,2007,68.33,11,7
1489,1500m,2007,147.43,10,7
1233,Javelin,2007,47.18,26,2
1980,Javelin,2007,51.41,30,0
1430,Shot Put,2007,24.7,4,9
1462,Shot Put,2007,63.16,5,9
1657,Discus,2007,9.51,1,10
1723,High Jump,2007,43.8,8,8
1548,Shot Put,2007,25.98,11,7
2032,100m,2007,186.36,7,8
1867,Javelin,2007,37.56,26,2
1568,1500m,2007,66.76,3,9
1112,Discus,2007,59.69,22,3
1130,200m,2007,292.99,13,6
1764,800m,2007,152.23,20,4
1708,Javelin,2007,36.54,2,10
1927,Long Jump,2007,28.73,23,3
1996,High Jump,2007,26.82,12,6
2027,100m,2007,92.55,12,6
1252,1500m,2007,293.48,28,1
1963,Discus,2007,7.5,24,2
1599,Shot Put,2007,52.29,14,6
1926,Shot Put,2007,21.27,26,2
1754,High Jump,2007,51.41,14,6
1135,400m,2007,252.3,20,4
1386,200m,2007,51.66,10,7
1938,Shot Put,2007,69.2,17,5
1179,Long Jump,2007,6.03,19,4
1165,High Jump,2007,7.56,14,6
1801,1500m,2007,130.21,18,4
1367,Shot Put,2007,50.15,25,2
1591,400m,2007,67.78,27,1
1158,High Jump,2007,21.33,16,5
1224,100m,2007,248.61,10,7
1338,Javelin,2007,22.32,18,4
1566,Shot Put,2007,16.88,26,2
1230,100m,2007,54.67,10,7
1304,Shot Put,2007,10.01,22,3
2017,1500m,2007,130.98,16,5
1309,800m,2007,18.25,25,2
1419,1500m,2007,152.98,3,9
1047,Javelin,2007,52.57,19,4
1601,Shot Put,2007,40.24,28,1
1854,1500m,2007,192.12,16,5
1271,200m,2007,118.23,24,2
1971,Javelin,2007,2.7,9,7
1711,400m,2007,178.68,5,9
1861,Long Jump,2007,33.08,23,3
1910,400m,2007,113.64,2,10
1044,1500m,2007,114.74,21,3
1598,Long Jump,2007,4.84,10,7
1388,Discus,2007,45.27,3,9
1129,Discus,2007,14.78,21,3
1046,400m,2007,231.76,20,4
1476,400m,2007,167.68,28,1
1688,Long Jump,2007,58.14,22,3
1844,1500m,2007,88.72,23,3
1703,Long Jump,2007,8.06,19,4
1669,Long Jump,2007,57.9,1,10
1912,400m,2007,160.27,12,6
1623,Shot Put,2007,29.72,30,0
1628,400m,2007,39.7,5,9
1352,Discus,2007,16.65,7,8
1533,Discus,2007,43.52,27,1
1465,Discus,2007,59.46,23,3
1992,Discus,2007,49.61,26,2
1762,200m,2007,131.03,30,0
1097,200m,2007,43.8,5,9
1724,100m,2007,149.06,10,7
1583,Long Jump,2007,11.02,15,5
1934,Javelin,2007,37.33,11,7
1341,400m,2007,215.87,1,10
1330,200m,2007,74.48,28,1
1585,400m,2007,209.53,10,7
1374,400m,2007,70.85,3,9
1360,High Jump,2007,48.82,26,2
1315,200m,2007,32.54,25,2
1331,Shot Put,2007,53.38,2,10
1488,800m,2007,41.27,26,2
1240,Discus,2007,42.13,16,5
1085,200m,2007,273.47,2,10
1649,200m,2007,97.48,1,10
1260,200m,2007,236.89,30,0
1903,Javelin,2007,15.57,29,1
1534,800m,2007,63.59,12,6
1758,100m,2007,36.33,28,1
1378,1500m,2007,285.15,12,6
1421,Long Jump,2007,12.5,17,5
1072,Javelin,2007,18.06,19,4
1650,200m,2007,38.74,19,4
1705,100m,2007,163.36,23,3
1303,800m,2007,289.64,6,8
1919,Discus,2007,1.8,24,2
1333,200m,2007,278.03,30,0
1618,Discus,2007,59.81,16,5
1249,Long Jump,2007,49.32,6,8
1052,Shot Put,2007,47.64,4,9
1829,400m,2007,252.08,13,6
1869,Shot Put,2008,3.96,6,8
1439,Discus,2008,46.67,25,2
1467,1500m,2008,266.56,6,8
1835,Shot Put,2008,31.0,10,7
1232,High Jump,2008,34.89,4,9
1644,Javelin,2008,47.74,22,3
1254,Discus,2008,48.45,19,4
1955,Shot Put,2008,34.1,28,1
1226,400m,2008,156.94,13,6
1279,1500m,2008,153.46,13,6
2016,Javelin,2008,47.84,25,2
1740,1500m,2008,102.94,1,10
1591,Javelin,2008,4.59,27,1
1084,Long Jump,2008,25.4,24,2
1169,Javelin,2008,3.34,29,1
1672,Long Jump,2008,27.57,14,6
2012,Long Jump,2008,69.45,14,6
1237,Long Jump,2008,5.37,8,8
1789,800m,2008,78.04,10,7
1581,Javelin,2008,7.32,23,3
1936,200m,2008,261.99,4,9
1639,Long Jump,2008,13.13,18,4
1910,Long Jump,2008,4.06,22,3
1463,High Jump,2008,40.41,29,1
1596,High Jump,2008,19.76,23,3
1877,Shot Put,2008,41.78,11,7
1387,High Jump,2008,40.57,11,7
1143,Javelin,2008,8.19,16,5
1975,200m,2008,210.35,7,8
1753,Long Jump,2008,35.53,26,2
1368,Long Jump,2008,12.91,10,7
1027,Long Jump,2008,67.91,7,8
2007,Shot Put,2008,45.03,26,2
1216,200m,2008,253.71,18,4
1812,800m,2008,93.33,2,10
1898,1500m,2008,298.91,13,6
1175,800m,2008,191.13,3,9
1245,Javelin,2008,7.99,11,7
1294,1500m,2008,29.51,26,2
1809,Discus,2008,34.06,7,8
1821,Long Jump,2008,56.0,21,3
1209,1500m,2008,156.35,10,7
1346,High Jump,2008,46.95,11,7
1133,800m,2008,130.15,9,7
1745,Javelin,2008,36.8,22,3
1408,Discus,2008,13.87,1,10
1694,Discus,2008,60.6,19,4
1411,Shot Put,2008,16.09,27,1
1828,Shot Put,2008,19.85,21,3
1252,Discus,2008,56.91,28,1
1477,High Jump,2008,65.52,24,2
1870,100m,2008,161.46,12,6
2023,Shot Put,2008,11.62,5,9
1571,1500m,2008,254.8,14,6
1560,Long Jump,2008,60.42,30,0
1820,200m,2008,193.84,28,1
1730,High Jump,2008,19.79,10,7
1829,400m,2008,84.37,20,4
1993,800m,2008,127.7,4,9
2048,400m,2008,65.66,8,8
1572,1500m,2008,144.61,18,4
1302,High Jump,2008,30.41,29,1
1932,100m,2008,68.58,9,7
1222,400m,2008,18.45,26,2
1251,1500m,2008,201.01,6,8
1514,100m,2008,289.5,16,5
2003,100m,2008,26.04,29,1
2019,200m,2008,101.03,10,7
1473,200m,2008,271.17,14,6
1276,Long Jump,2008,47.51,29,1
1061,200m,2008,125.1,27,1
1204,400m,2008,78.45,19,4
1109,Discus,2008,65.41,17,5
1140,Javelin,2008,66.55,30,0
2021,Discus,2008,18.75,29,1
1055,200m,2008,79.04,4,9
1367,Long Jump,2008,24.06,19,4
1784,High Jump,2008,56.7,24,2
1670,800m,2008,281.3,7,8
1313,400m,2008,40.98,7,8
1621,1500m,2008,137.45,9,7
1198,Javelin,2008,5.33,18,4
1157,Long Jump,2008,49.42,4,9
2009,Long Jump,2008,38.88,16,5
1414,800m,2008,289.36,29,1
1602,400m,2008,115.27,23,3
2020,Long Jump,2008,57.76,1,10
2005,Javelin,2008,3.88,24,2
2034,100m,2008,210.3,26,2
1536,800m,2008,83.37,13,6
1704,1500m,2008,195.3,23,3
1037,Long Jump,2008,63.37,22,3
1065,200m,2008,165.12,8,8
1882,Shot Put,2008,28.11,30,0
1244,High Jump,2008,65.03,30,0
1786,1500m,2008,97.26,30,0
1922,800m,2008,96.25,28,1
1645,400m,2008,275.61,21,3
1771,Long Jump,2008,61.74,25,2
1907,High Jump,2008,55.57,9,7
1165,Discus,2009,5.52,11,7
2007,800m,2009,146.57,12,6
1965,Javelin,2009,65.84,26,2
1846,Javelin,2009,50.11,26,2
1682,100m,2009,11.55,17,5
1866,Javelin,2009,27.59,13,6
1206,Long Jump,2009,10.56,29,1
1329,Discus,2009,4.32,6,8
1535,1500m,2009,59.26,16,5
2037,Long Jump,2009,61.64,5,9
1136,200m,2009,102.02,17,5
1721,High Jump,2009,11.21,4,9
1862,Long Jump,2009,4.53,5,9
1670,Shot Put,2009,61.21,27,1
1929,1500m,2009,226.87,30,0
1057,High Jump,2009,20.88,29,1
1107,1500m,2009,187.75,25,2
1377,1500m,2009,159.92,14,6
1909,400m,2009,101.51,16,5
1279,400m,2009,171.15,30,0
1007,Shot Put,2009,5.15,5,9
1821,100m,2009,76.66,2,10
1410,Shot Put,2009,19.33,23,3
1626,Shot Put,2009,31.4,29,1
1643,Shot Put,2009,4.29,12,6
1169,Discus,2009,34.74,16,5
1227,200m,2009,255.29,28,1
1324,400m,2009,45.86,3,9
1512,800m,2009,261.77,6,8
1267,400m,2009,227.48,27,1
1841,1500m,2009,173.34,22,3
1655,Javelin,2009,16.05,1,10
1925,Discus,2009,54.03,6,8
1980,High Jump,2009,64.55,8,8
1274,Shot Put,2009,47.87,29,1
1534,Long Jump,2009,3.28,22,3
1356,200m,2009,124.31,19,4
1671,200m,2009,252.72,5,9
1578,100m,2009,33.51,27,1
1407,Shot Put,2009,32.6,9,7
1173,Javelin,2009,46.57,11,7
1849,100m,2009,200.29,15,5
1753,Long Jump,2009,66.4,24,2
1373,Javelin,2009,10.36,28,1
1806,100m,2009,242.45,10,7
1773,Long Jump,2009,56.17,24,2
1460,200m,2009,168.68,20,4
1043,High Jump,2009,7.84,9,7
1048,400m,2009,79.62,25,2
1469,High Jump,2009,7.61,28,1
1183,800m,2009,57.25,25,2
1948,High Jump,2009,21.02,25,2
1537,400m,2009,44.97,16,5
1346,High Jump,2009,51.91,30,0
1102,1500m,2009,272.08,20,4
1822,400m,2009,114.12,4,9
1879,Long Jump,2009,36.62,16,5
1533,Shot Put,2009,62.15,16,5
1306,1500m,2009,173.29,14,6
1754,200m,2009,229.38,26,2
1349,Long Jump,2009,43.55,14,6
1241,High Jump,2009,7.87,17,5
1029,Long Jump,2009,68.17,22,3
1892,800m,2009,197.81,23,3
1930,400m,2009,279.89,17,5
2013,Discus,2009,7.25,15,5
1243,High Jump,2009,6.92,26,2
1417,Shot Put,2009,22.08,5,9
1391,1500m,2009,254.05,17,5
1546,High Jump,2009,21.74,2,10
1590,Discus,2009,6.74,2,10
1783,Discus,2009,8.87,14,6
1884,High Jump,2009,7.97,22,3
1424,Javelin,2009,57.18,12,6
1442,1500m,2009,179.81,25,2
1580,Discus,2009,2.61,24,2
1388,Shot Put,2009,13.8,6,8
1857,High Jump,2009,4.6,14,6
1370,1500m,2009,101.04,24,2
1837,Shot Put,2009,53.38,15,5
1299,Javelin,2009,56.84,11,7
1059,400m,2009,71.21,3,9
1595,Javelin,2009,19.26,22,3
1483,200m,2009,135.8,1,10
1924,100m,2009,124.53,1,10
1509,400m,2009,200.18,15,5
1758,High Jump,2009,61.01,24,2
1939,Javelin,2009,51.22,10,7
1176,Javelin,2009,57.2,20,4
1022,Long Jump,2009,48.81,23,3
1961,High Jump,2009,56.62,3,9
1273,400m,2009,49.18,7,8
1663,200m,2009,246.63,23,3
1815,800m,2009,259.11,7,8
1435,Shot Put,2009,45.93,21,3
1786,800m,2009,136.38,21,3
1867,Discus,2009,14.58,10,7
1525,Shot Put,2009,11.65,14,6
1150,100m,2009,43.77,29,1
1196,400m,2009,224.25,15,5
1994,400m,2010,192.68,28,1
1966,800m,2010,274.19,6,8
1041,1500m,2010,215.37,25,2
1921,Discus,2010,35.64,28,1
1497,200m,2010,54.75,12,6
1413,Long Jump,2010,57.61,4,9
1604,800m,2010,137.34,14,6
1803,100m,2010,81.14,26,2
1105,Shot Put,2010,24.88,17,5
1684,400m,2010,34.72,12,6
1017,High Jump,2010,26.2,22,3
1211,800m,2010,53.97,25,2
1885,Discus,2010,30.39,8,8
1852,400m,2010,242.51,14,6
2016,High Jump,2010,63.02,28,1
1596,Discus,2010,55.93,12,6
1076,100m,2010,138.35,25,2
1999,100m,2010,218.11,17,5
1819,200m,2010,34.59,11,7
1996,High Jump,2010,68.76,6,8
2000,High Jump,2010,5.71,25,2
1475,100m,2010,201.45,21,3
1125,400m,2010,271.73,2,10
1039,Discus,2010,68.13,14,6
1865,High Jump,2010,62.18,23,3
1647,Discus,2010,61.34,24,2
1131,Long Jump,2010,63.78,1,10
1549,1500m,2010,271.06,20,4
1855,400m,2010,213.09,15,5
1970,800m,2010,267.4,20,4
1240,Javelin,2010,46.16,23,3
2014,Long Jump,2010,62.31,26,2
1711,High Jump,2010,54.61,29,1
1919,1500m,2010,34.44,18,4
1894,Long Jump,2010,28.21,24,2
1043,400m,2010,160.94,18,4
1331,1500m,2010,71.98,17,5
1590,Discus,2010,22.89,11,7
1394,400m,2010,16.79,29,1
1962,Discus,2010,42.09,8,8
1705,1500m,2010,220.69,17,5
1898,200m,2010,222.28,27,1
1476,Long Jump,2010,19.29,17,5
2040,Long Jump,2010,9.98,25,2
1450,200m,2010,140.13,19,4
1695,100m,2010,141.41,8,8
1960,Javelin,2010,40.24,29,1
1269,Discus,2010,59.35,8,8
1601,Long Jump,2010,22.0,22,3
1800,Javelin,2010,47.56,23,3
1854,High Jump,2010,37.1,8,8
1738,200m,2010,105.08,19,4
1968,800m,2010,248.62,12,6
1332,Shot Put,2010,8.21,23,3
1425,High Jump,2010,58.25,3,9
1579,200m,2010,28.04,29,1
1177,400m,2010,148.11,15,5
1989,200m,2010,117.1,17,5
1265,High Jump,2010,41.79,17,5
1355,High Jump,2010,61.23,19,4
1409,Shot Put,2010,45.1,15,5
1321,Shot Put,2010,51.62,14,6
2008,400m,2010,51.86,5,9
1207,Shot Put,2010,50.21,5,9
2012,Discus,2010,60.63,4,9
1622,800m,2010,142.08,2,10
1481,400m,2010,283.78,12,6
1429,200m,2010,184.46,14,6
1097,200m,2010,45.05,19,4
1038,1500m,2010,21.68,5,9
1735,200m,2010,117.73,12,6
1535,1500m,2010,95.25,1,10
1732,400m,2010,51.22,19,4
1325,High Jump,2010,4.83,29,1
1358,1500m,2010,267.83,7,8
2032,400m,2010,247.55,16,5
1066,100m,2010,45.48,12,6
1692,200m,2010,262.42,14,6
1882,Shot Put,2010,40.75,19,4
1234,Shot Put,2010,63.17,26,2
1465,High Jump,2010,34.05,24,2
1248,Javelin,2010,10.6,5,9
1459,Discus,2010,45.1,25,2
1997,Shot Put,2010,47.2,5,9
1529,Long Jump,2010,7.62,20,4
1697,Javelin,2010,29.56,8,8
1728,High Jump,2010,24.72,2,10
1096,Shot Put,2010,51.91,21,3
1548,200m,2010,261.13,23,3
1310,100m,2010,175.88,26,2
1214,1500m,2010,172.7,4,9
1104,Discus,2010,7.33,20,4
1897,Discus,2010,41.01,2,10
1937,Javelin,2010,37.24,25,2
1228,Shot Put,2010,35.93,1,10
1217,200m,2010,200.89,18,4
1209,400m,2010,289.09,9,7
1086,800m,2010,81.13,23,3
2039,Javelin,2010,31.93,26,2
1216,Discus,2010,43.07,13,6
1093,800m,2011,143.34,20,4
2007,Long Jump,2011,2.59,23,3
1048,400m,2011,197.47,1,10
1697,Javelin,2011,34.14,29,1
1896,100m,2011,205.08,14,6
1370,Discus,2011,62.83,23,3
1850,Shot Put,2011,53.73,18,4
1050,200m,2011,238.32,21,3
1650,200m,2011,166.21,29,1
1783,Shot Put,2011,47.55,12,6
1527,High Jump,2011,58.18,12,6
1187,High Jump,2011,13.64,25,2
1235,100m,2011,46.18,12,6
1204,800m,2011,138.93,8,8
1345,100m,2011,229.94,22,3
1585,Long Jump,2011,14.62,27,1
1295,Javelin,2011,44.33,26,2
1375,800m,2011,77.93,16,5
1524,Long Jump,2011,4.02,16,5
1184,Javelin,2011,15.82,7,8
1316,High Jump,2011,9.1,9,7
1629,Javelin,2011,35.77,6,8
1835,Discus,2011,14.77,24,2
1347,Javelin,2011,47.54,20,4
1121,Javelin,2011,13.52,19,4
1667,400m,2011,226.33,5,9
1372,1500m,2011,280.73,28,1
1056,800m,2011,265.49,24,2
1120,1500m,2011,65.64,22,3
1611,100m,2011,297.67,23,3
1799,Discus,2011,43.59,22,3
1203,Discus,2011,61.99,1,10
1656,High Jump,2011,45.41,21,3
1292,100m,2011,257.62,11,7
1846,High Jump,2011,59.34,14,6
1664,1500m,2011,45.3,17,5
1529,Shot Put,2011,35.45,17,5
1770,100m,2011,266.3,8,8
1248,100m,2011,90.6,14,6
1107,Discus,2011,32.25,1,10
1415,High Jump,2011,14.83,3,9
1491,Javelin,2011,56.83,24,2
1485,800m,2011,293.65,14,6
2010,200m,2011,275.93,7,8
2042,400m,2011,105.48,3,9
2034,200m,2011,18.08,14,6
1789,100m,2011,181.83,21,3
1236,Long Jump,2011,59.07,8,8
1552,200m,2011,147.34,11,7
1125,100m,2011,248.27,17,5
1652,800m,2011,283.63,25,2
1952,Javelin,2011,43.94,25,2
1834,200m,2011,191.35,19,4
1135,200m,2011,34.81,2,10
1992,100m,2011,119.44,29,1
1060,200m,2011,236.97,2,10
1479,Shot Put,2011,5.25,20,4
1039,High Jump,2011,6.01,22,3
1208,100m,2011,172.18,10,7
1505,High Jump,2011,29.02,20,4
1258,High Jump,2011,17.47,20,4
1624,Javelin,2011,2.23,13,6
1914,Shot Put,2011,55.97,29,1
1172,Javelin,2011,43.92,11,7
2025,100m,2011,141.68,11,7
1417,Javelin,2011,14.68,4,9
1765,100m,2011,182.6,3,9
1503,Javelin,2011,55.58,7,8
1868,Javelin,2011,10.13,17,5
1926,1500m,2011,113.06,16,5
1086,Javelin,2011,31.96,8,8
1003,400m,2011,241.14,2,10
1593,400m,2011,100.38,14,6
1343,Discus,2011,67.24,25,2
1002,Long Jump,2011,22.82,29,1
1124,Discus,2011,54.62,5,9
1988,Shot Put,2011,22.64,11,7
1560,1500m,2011,116.96,1,10
1514,Discus,2011,41.67,22,3
1779,400m,2011,26.62,17,5
1720,Discus,2011,60.32,14,6
1436,Long Jump,2011,14.89,7,8
2046,800m,2011,237.73,11,7
1577,800m,2011,203.68,23,3
1094,Shot Put,2011,42.58,11,7
1331,Javelin,2011,40.28,11,7
1144,Javelin,2011,22.02,11,7
1616,400m,2011,40.41,29,1
1810,100m,2011,153.82,30,0
1252,100m,2011,195.24,23,3
1287,800m,2011,145.3,7,8
1573,800m,2011,149.42,25,2
1885,Long Jump,2011,56.8,13,6
1432,800m,2011,126.09,27,1
1702,100m,2011,115.22,3,9
1536,Long Jump,2011,3.56,4,9
1928,400m,2011,94.27,7,8
1504,Javelin,2011,64.02,12,6
1659,100m,2011,292.84,7,8
1700,800m,2011,92.39,8,8
1537,1500m,2012,197.15,12,6
1357,200m,2012,95.41,17,5
1696,Discus,2012,38.95,3,9
1504,1500m,2012,278.72,4,9
1366,200m,2012,30.69,2,10
1402,Discus,2012,15.22,7,8
1045,Long Jump,2012,18.63,24,2
1361,1500m,2012,65.29,20,4
1208,400m,2012,299.54,25,2
1043,Discus,2012,64.0,1,10
1282,1500m,2012,91.74,12,6
1777,High Jump,2012,66.29,27,1
1228,Javelin,2012,53.41,1,10
1694,Shot Put,2012,46.31,25,2
1431,400m,2012,260.99,8,8
1625,800m,2012,219.77,7,8
1935,Shot Put,2012,17.51,19,4
1492,Discus,2012,53.4,24,2
1758,Shot Put,2012,24.84,3,9
1763,Long Jump,2012,59.44,14,6
1351,High Jump,2012,15.86,15,5
1889,Discus,2012,3.56,5,9
1134,Javelin,2012,61.35,10,7
1243,100m,2012,154.94,22,3
1296,Long Jump,2012,24.78,14,6
1268,High Jump,2012,48.47,13,6
1389,Discus,2012,22.03,19,4
1393,100m,2012,174.6,2,10
1775,400m,2012,54.57,11,7
1767,Javelin,2012,44.64,20,4
1652,Javelin,2012,40.81,13,6
1880,High Jump,2012,15.49,13,6
1501,200m,2012,165.0,7,8
1095,Shot Put,2012,8.94,19,4
1388,Shot Put,2012,45.27,10,7
1603,200m,2012,59.71,22,3
1305,Discus,2012,13.67,27,1
1672,Javelin,2012,34.97,6,8
1507,800m,2012,30.15,13,6
1110,1500m,2012,69.71,10,7
1574,Discus,2012,6.29,2,10
1259,Long Jump,2012,37.02,6,8
2041,Long Jump,2012,60.39,14,6
2002,High Jump,2012,12.26,4,9
1429,400m,2012,165.57,16,5
1167,200m,2012,122.81,29,1
1964,800m,2012,47.68,7,8
1133,1500m,2012,135.34,23,3
1343,Shot Put,2012,12.38,19,4
2042,1500m,2012,180.37,17,5
1795,Shot Put,2012,20.37,1,10
2043,400m,2012,139.26,27,1
2022,High Jump,2012,42.93,8,8
1951,Discus,2012,24.03,19,4
1367,Shot Put,2012,33.02,19,4
1660,100m,2012,223.81,10,7
1766,Shot Put,2012,25.25,27,1
1990,1500m,2012,123.42,27,1
2014,400m,2012,130.37,6,8
1971,Javelin,2012,51.73,15,5
1550,High Jump,2012,63.89,6,8
1822,Javelin,2012,8.04,23,3
1075,100m,2012,79.51,28,1
1425,400m,2012,89.4,21,3
1450,Discus,2012,21.49,30,0
1416,200m,2012,212.43,24,2
1926,800m,2012,273.53,14,6
1481,Discus,2012,9.8,12,6
1811,200m,2012,229.07,17,5
1448,Long Jump,2012,29.59,6,8
1627,1500m,2012,70.14,2,10
1871,Shot Put,2012,3.33,21,3
1773,Shot Put,2012,27.61,24,2
1322,High Jump,2012,60.12,13,6
1522,100m,2012,13.11,4,9
1174,400m,2012,104.86,24,2
1276,Shot Put,2012,34.71,3,9
1173,200m,2012,169.04,8,8
1605,Shot Put,2012,11.11,27,1
1911,1500m,2012,254.05,6,8
1721,100m,2012,186.03,6,8
1472,1500m,2012,46.0,24,2
1085,High Jump,2012,13.04,22,3
1953,100m,2012,206.44,5,9
2050,Shot Put,2012,26.03,7,8
1689,100m,2012,268.88,18,4
1873,800m,2012,138.2,2,10
1924,Discus,2012,45.41,23,3
1958,200m,2012,123.28,10,7
1886,Shot Put,2012,5.09,1,10
1838,100m,2012,234.0,25,2
1753,800m,2012,279.36,12,6
2019,800m,2012,68.0,1,10
1650,High Jump,2012,3.41,1,10
1560,Long Jump,2012,57.71,22,3
